,Date,MSFT,GS,MSFT_norm,GS_norm,Spread,Signal,MSFT_Returns,GS_Returns,Returns,Equity_Curve
833,2016-01-04,49.48872,158.82962,0.9458151923422484,0.6339555206333306,0.3118596717089178,-1,0.0,0.0,-0.0,1.0
834,2016-01-05,49.714508,156.09491,0.9535564913950958,0.6058813299769398,0.347675161418156,0,0.004562413414612498,0.004562413414612498,-0.0,1.0
835,2016-01-06,48.811424,152.284225,0.9225936266111322,0.5667613146109782,0.35583231200015397,-1,-0.01816540153630808,-0.01816540153630808,0.02733211141653713,1.0273321114165372
836,2016-01-07,47.113625,147.60379,0.8643834037887272,0.518712554579807,0.3456708492089202,0,-0.03478282051349302,-0.03478282051349302,-0.0,1.0273321114165372
837,2016-01-08,47.258125,146.994095,0.8693376870683367,0.5124535020030261,0.3568841850653106,-1,0.003067053320562785,0.003067053320562785,0.007505162321108982,1.035042405670406
838,2016-01-11,47.23103,148.599014,0.868408716096288,0.5289293996280264,0.33947931646826157,0,-0.000573340563130742,-0.000573340563130742,0.0,1.035042405670406
839,2016-01-12,47.664509,148.5811,0.8832708459354701,0.5287454967456663,0.35452534918980383,-1,0.009177843464349689,0.009177843464349689,0.004453013487967006,1.0396514634634741
840,2016-01-13,46.634991,142.555756,0.8479731032817892,0.46689006921355497,0.38108303406823424,0,-0.021599257426526797,-0.021599257426526797,-0.0,1.0396514634634741
841,2016-01-14,47.962513,144.707626,0.8934881209144092,0.4889808973627071,0.4045072235517021,-1,0.028466221854744234,0.028466221854744234,-0.008594051559117633,1.030716645182957
842,2016-01-15,46.047997,139.525146,0.8278476046006058,0.4357782061841426,0.3920693984164632,0,-0.03991692428626492,-0.03991692428626492,-0.0,1.030716645182957
843,2016-01-19,45.659676,140.610046,0.8145337482862722,0.4469156538268976,0.36761809445937466,-1,-0.00843296180722053,-0.00843296180722053,-0.01576022606337757,1.0144723178475874
844,2016-01-20,45.867378,137.857391,0.8216549562152787,0.41865724204602595,0.4029977141692528,0,0.0045489153273887695,0.0045489153273887695,-0.0,1.0144723178475874
845,2016-01-21,45.587437,135.974411,0.8120569837891395,0.3993268049897491,0.4127301787993904,-1,-0.006103270171667563,-0.006103270171667563,0.017426228649407793,1.0321507444168943
846,2016-01-22,47.222004,140.645889,0.868099253391224,0.4472836135797405,0.42081563981148346,0,0.03585564593157531,0.03585564593157531,0.0,1.0321507444168943
847,2016-01-25,46.77047,135.499237,0.8526180952848219,0.3944487281658957,0.4581693671189262,-1,-0.00956194065800331,-0.00956194065800331,0.050256077447432435,1.0840225921657347
848,2016-01-26,47.113625,138.485092,0.8643834037887272,0.4251011419656544,0.43928226182307284,0,0.0073370013172839865,0.0073370013172839865,0.0,1.0840225921657347
849,2016-01-27,46.255711,137.83049,0.8349692239579813,0.4183810797462399,0.41658814421174145,-1,-0.018209467006624958,-0.018209467006624958,-0.0022251147614822386,1.0816105174941264
850,2016-01-28,47.014286,140.825226,0.8609774968910586,0.44912466478068847,0.41185283211037016,0,0.016399596581706533,0.016399596581706533,0.0,1.0816105174941264
851,2016-01-29,49.750618,144.860107,0.9547945479295366,0.49054624822823834,0.4642482997012982,-1,0.05820213881372149,0.05820213881372149,-0.01384219153970756,1.0666386575396105
852,2016-02-01,49.407455,143.147507,0.9430289651400514,0.4729649109317297,0.4700640542083217,0,-0.006897663060185577,-0.006897663060185577,-0.0,1.0666386575396105
853,2016-02-02,47.863178,136.019272,0.8900823511595303,0.3997873424021388,0.49029500875739146,-1,-0.03125595115150137,-0.03125595115150137,0.059568539603541026,1.1301767646539267
854,2016-02-03,47.104603,136.89798,0.8640740782264529,0.40880804877440335,0.4552660294520495,0,-0.015848822240763005,-0.015848822240763005,0.0,1.1301767646539267
855,2016-02-04,46.96011,140.314148,0.8591200349467257,0.44387800198562544,0.4152420329611003,-1,-0.003067492151456963,-0.003067492151456963,-0.039653937951348084,1.0853608053542845
856,2016-02-05,45.298439,140.296204,0.8021484858013156,0.4436937911270195,0.3584546946742961,0,-0.03538473397954134,-0.03538473397954134,0.0,1.0853608053542845
857,2016-02-08,44.621136,133.822525,0.7789266800703173,0.3772358125865992,0.4016908674837181,-1,-0.014952016337693275,-0.014952016337693275,0.06101591969032094,1.1515850930888036
858,2016-02-09,44.503731,132.925888,0.7749013677627565,0.3680310493438514,0.40687031841890514,0,-0.002631152196573394,-0.002631152196573394,-0.0,1.1515850930888036
859,2016-02-10,44.892056,132.011337,0.7882153612198796,0.3586423832187439,0.42957297800113564,-1,0.008725672910435245,0.008725672910435245,0.014734723107919456,1.1685533805706747
860,2016-02-11,44.873997,126.147362,0.7875961958098696,0.2984435496479781,0.4891526461618915,0,-0.00040227607307607993,-0.00040227607307607993,-0.0,1.1685533805706747
861,2016-02-12,45.605484,131.02504,0.8126757377707802,0.34851718163545853,0.46415855613532164,-1,0.016300910302240235,0.016300910302240235,-0.051015372625459854,1.1089391944281208
862,2016-02-16,46.469555,133.616318,0.8423010146406442,0.37511891732798586,0.46718209731265836,0,0.01894664685501435,0.01894664685501435,0.0,1.1089391944281208
863,2016-02-17,47.679291,135.337845,0.8837776571149799,0.3927918980894282,0.4909857590255517,-1,0.02603287249038644,0.02603287249038644,-0.005872748251130933,1.1024266737134325
864,2016-02-18,47.470097,132.459641,0.8766052949253981,0.36324461598493224,0.5133606789404659,0,-0.004387523296015328,-0.004387523296015328,-0.0,1.1024266737134325
865,2016-02-19,47.133541,131.724426,0.8650662377388775,0.35569699079489797,0.5093692469439794,-1,-0.007089852797225182,-0.007089852797225182,0.004690682891533182,1.10759780765099
866,2016-02-22,47.888496,133.41008,0.8909503964472338,0.37300170382725156,0.5179486926199823,0,0.016017362243163635,0.016017362243163635,0.0,1.10759780765099
867,2016-02-23,46.551445,129.931152,0.8451086704037392,0.3372874643094028,0.5078212060943363,-1,-0.02792008752999886,-0.02792008752999886,0.025044870544025377,1.1353374513584553
868,2016-02-24,46.715153,130.513931,0.8507215133597135,0.34327020059827484,0.5074513127614386,0,0.00351671145761423,0.00351671145761423,0.0,1.1353374513584553
869,2016-02-25,47.388229,132.925888,0.8737983934476468,0.3680310493438514,0.5057673441037953,-1,0.014408087243126477,0.014408087243126477,-0.0207506725217399,1.1117784357036493
870,2016-02-26,46.660583,134.719131,0.8488505428505905,0.3864402575872259,0.4624102852633646,0,-0.0153549945915894,-0.0153549945915894,0.0,1.1117784357036493
871,2016-02-29,46.278564,134.656113,0.8357527550015034,0.38579332268488364,0.4499594323166197,-1,-0.008187188745584217,-0.008187188745584217,-0.003622601181205054,1.107750905829231
872,2016-03-01,47.824818,139.266846,0.8887671518058569,0.43312653070610424,0.4556406210997526,0,0.03341188373952142,0.03341188373952142,0.0,1.107750905829231
873,2016-03-02,48.161354,138.861603,0.9003055232784287,0.428966356777546,0.4713391665008827,-1,0.007036848524964556,0.007036848524964556,0.008112013876157675,1.116736996548644
874,2016-03-03,47.615616,139.879227,0.8815945153306954,0.43941315742277665,0.4421813579079188,0,-0.01133145052358786,-0.01133145052358786,0.0,1.116736996548644
875,2016-03-04,47.324558,141.238983,0.871615388806152,0.45337224236786094,0.418243146438291,-1,-0.006112658502622326,-0.006112658502622326,-0.01789236278645112,1.096755933069344
876,2016-03-07,46.414993,139.897202,0.8404303184171008,0.4395976865235035,0.4008326318935973,0,-0.019219725200603,-0.019219725200603,-0.0,1.096755933069344
877,2016-03-08,46.978928,136.520248,0.8597652232010905,0.40493029932929975,0.45483492387179075,-1,0.012149845632853928,0.012149845632853928,0.04215656692494263,1.1429913979621096
878,2016-03-09,48.061306,134.998322,0.8968753078212773,0.38930639745710177,0.5075689103641756,0,0.023039648754862974,0.023039648754862974,-0.0,1.1429913979621096
879,2016-03-10,47.342754,135.997925,0.8722392513567108,0.39956819677136196,0.4726710545853488,-1,-0.014950738126009333,-0.014950738126009333,-0.01976321570549433,1.12040221241466
880,2016-03-11,48.270496,138.627457,0.9040475328680696,0.4265626432410352,0.4774848896270344,0,0.01959628288628923,0.01959628288628923,0.0,1.12040221241466
