Date,SPY,GS,MSFT,TLT,MRK
6/3/2014,166.743881,142.289017,34.980278,93.785828,42.594486
6/4/2014,167.081131,142.807892,35.006321,93.76062,42.609192
6/5/2014,168.170868,142.974976,35.779037,93.802628,42.734234
6/6/2014,168.975235,146.149658,36.013447,93.802628,42.550362
6/9/2014,169.148148,145.982544,35.831131,93.668159,42.616547
6/10/2014,169.165436,146.299179,35.692223,93.323517,43.021095
6/11/2014,168.577362,145.481277,35.475163,93.491638,43.25647
6/12/2014,167.383865,145.947403,35.232063,94.323853,43.220226
6/13/2014,167.894104,145.885864,35.796402,94.273399,43.175743
6/16/2014,168.032486,145.850677,36.030807,94.508766,43.049725
6/17/2014,168.499481,147.93486,36.187092,93.76062,43.042297
6/18/2014,169.736237,149.37709,36.161057,94.483566,43.301769
6/19/2014,169.926544,149.262772,36.039505,93.273087,43.220226
6/20/2014,170.2715,149.359482,36.187092,93.979218,43.679859
6/23/2014,170.21936,149.711273,36.456245,93.684967,43.368496
6/24/2014,169.193954,147.943604,36.247871,94.634865,42.938515
6/25/2014,169.958664,148.075577,36.490974,94.878632,43.635368
6/26/2014,169.837006,147.750198,36.221828,95.33255,43.390747
6/27/2014,170.167221,146.668518,36.681984,95.189674,42.649387
6/30/2014,170.080307,147.248917,36.204468,95.425018,42.886635
7/1/2014,171.218719,146.69487,36.352047,94.626068,43.375908
7/2/2014,171.392532,146.765244,36.378105,93.614746,43.776234
7/3/2014,172.235413,149.025375,36.291279,93.277649,43.887428
7/7/2014,171.635803,147.547943,36.456245,93.960274,43.383327
7/8/2014,170.532211,145.024017,36.273911,95.013771,43.123852
7/9/2014,171.296906,144.812927,36.178417,95.089561,43.40556
7/10/2014,170.619064,143.713654,36.195774,95.114883,43.427803
7/11/2014,170.853745,144.927292,36.543064,95.721672,43.324013
7/14/2014,171.71405,146.861969,36.586472,95.308708,43.131264
7/15/2014,171.392532,148.770309,36.855621,95.114883,42.931103
7/16/2014,172.026855,149.913589,38.270805,95.620514,43.109028
7/17/2014,170.071625,149.623322,38.66151,96.825714,42.701286
7/18/2014,171.809647,150.792999,38.800415,96.513855,43.249882
7/21/2014,171.488083,151.012802,38.930653,96.994255,42.997826
7/22/2014,172.235413,153.914871,38.921967,97.196503,43.316612
7/23/2014,172.617798,155.497833,38.956692,97.070091,43.079376
7/24/2014,172.626465,155.005371,38.548637,96.345306,43.1535
7/25/2014,171.818344,154.249084,38.635464,97.483078,43.109028
7/28/2014,171.887833,154.732773,38.175308,97.348244,42.975586
7/29/2014,171.1492,154.372192,38.105839,97.702179,43.427803
7/30/2014,171.175247,154.565643,37.836704,96.345306,43.057121
7/31/2014,167.794861,152.024155,37.472046,96.058784,42.063728
8/1/2014,167.282166,149.720047,37.21159,96.802368,42.108212
8/4/2014,168.490067,150.986465,37.654377,96.548889,42.300968
8/5/2014,166.856369,148.990204,37.402588,96.861526,41.537392
8/6/2014,166.908524,149.271591,37.107399,96.920685,41.463245
8/7/2014,166.0047,148.708786,37.532822,97.824821,41.248257
8/8/2014,167.925201,151.487686,37.506775,97.613533,41.922878
8/11/2014,168.411789,151.663559,37.506775,97.60511,42.004433
8/12/2014,168.177216,151.549301,37.784607,96.971359,42.278717
8/13/2014,169.315628,151.584412,38.270805,97.60511,42.886635
8/14/2014,170.115051,151.901062,38.435764,98.390953,43.576073
8/15/2014,170.080307,151.171097,38.887241,99.464111,43.450043
8/18/2014,171.505463,153.501556,39.16507,98.475479,43.309185
8/19/2014,172.400528,152.982712,39.601887,98.171288,43.672447
8/20/2014,172.861099,153.04425,39.269917,98.010704,44.095016
8/21/2014,173.365143,154.029205,39.505787,98.559937,43.627968
8/22/2014,173.095749,154.310608,39.444633,99.109207,43.865192
8/25/2014,173.973434,156.421234,39.462112,99.480995,44.28035
8/26/2014,174.086395,156.447571,39.322323,99.159882,44.62878
8/27/2014,174.016891,156.853363,39.200001,100.004921,44.68808
8/28/2014,173.921326,156.71228,39.208736,100.528809,44.480507
8/29/2014,174.416611,158.000137,39.689251,100.596382,44.56205
9/2/2014,174.329681,158.582397,39.392212,98.861076,44.324825
9/3/2014,174.234131,158.43248,39.278652,99.41156,44.836353
9/4/2014,173.982147,158.855865,39.540726,98.200432,44.53981
9/5/2014,174.764252,158.564758,40.108593,98.014145,45.355282
9/8/2014,174.312302,158.882294,40.597832,98.056496,45.258919
9/9/2014,173.20874,156.491714,40.851185,97.98024,44.895657
9/10/2014,173.860519,158.670624,40.921066,97.361984,45.043926
9/11/2014,174.060333,159.667419,41.060856,97.040184,44.895367
9/12/2014,173.04364,161.58165,40.798759,96.023857,44.484512
9/15/2014,172.913284,162.296158,40.396896,96.167824,44.462097
9/16/2014,174.216766,162.349167,40.851185,95.778252,44.813194
9/17/2014,174.451401,163.037201,40.641525,95.532654,44.731018
9/18/2014,175.38121,165.745361,40.781288,95.83757,45.052231
9/19/2014,175.22319,164.254517,41.515152,97.057083,45.186699
9/22/2014,173.86998,163.451767,41.113262,97.175644,45.253933
9/23/2014,172.874649,163.275391,40.676464,97.776978,45.029816
9/24/2014,174.22789,165.674774,41.130745,97.234985,45.089592
9/25/2014,171.416641,162.393204,40.222164,98.386803,44.551739
9/26/2014,172.77861,163.301788,40.545414,98.242798,44.364983
9/29/2014,172.464325,162.163864,40.571621,99.030426,44.379925
9/30/2014,172.01033,161.934479,40.501732,98.471489,44.282814
10/1/2014,169.67926,159.40274,40.099842,100.380928,43.857021
10/2/2014,169.705429,161.325836,39.977528,99.506432,43.961601
10/3/2014,171.573822,165.904114,40.26585,99.930931,44.74596
10/6/2014,171.373016,165.383652,40.26585,99.990356,44.506916
10/7/2014,168.727631,162.137421,39.776608,101.340302,43.670261
10/8/2014,171.678589,164.6427,40.868652,101.365822,44.955132
10/9/2014,168.273651,159.905563,40.056168,100.924316,44.230515
10/10/2014,166.352905,159.120499,38.466152,101.926155,43.819664
10/13/2014,163.620224,157.700256,38.134174,102.545967,41.937202
10/14/2014,163.873398,157.638489,38.204067,103.216682,42.079132
10/15/2014,162.764557,156.350525,37.758511,104.031769,40.883911
10/16/2014,162.625,152.239761,37.339172,103.369476,39.912796
10/17/2014,164.545685,156.059402,38.116699,102.792183,40.353531
10/20/2014,166.143372,156.879868,38.509838,103.165764,40.375946
10/21/2014,169.434845,158.944061,39.208736,102.342209,41.182724
10/22/2014,168.229965,155.988892,38.771931,102.452568,41.466576
10/23/2014,170.185608,158.838211,39.331055,101.544121,42.303238
10/24/2014,171.495224,161.740372,40.300797,101.646011,43.035305
10/27/2014,171.259506,162.234467,40.108593,101.832787,42.168774
10/28/2014,173.223877,164.360397,40.615314,101.195999,41.72057
10/29/2014,172.96199,164.148697,40.728859,101.425262,41.982029
10/30/2014,174.070755,164.933792,40.230907,101.510162,42.811199
10/31/2014,176.06131,167.59787,41.017181,101.246964,43.281811
11/3/2014,176.157379,168.338821,41.445248,101.246979,44.013897
11/4/2014,175.546249,167.844818,41.558834,101.561867,44.350048
11/5/2014,176.655029,167.46553,41.81218,101.417183,44.499447
11/6/2014,177.362183,168.488846,42.546028,100.761826,44.267872
11/7/2014,177.528076,168.233002,42.528564,101.919304,44.327633
11/10/2014,178.086823,169.194534,42.712021,100.983101,43.931709
11/11/2014,178.261414,169.265076,42.69455,101.051224,44.350048
11/12/2014,178.069366,167.765442,42.615936,100.966064,44.305214
11/13/2014,178.270172,167.818405,43.341042,101.204384,44.477036
11/14/2014,178.313873,167.588974,43.314835,101.698013,44.125946
11/17/2014,178.427277,167.544907,43.209995,101.442665,44.417282
11/18/2014,179.45752,167.289063,42.849552,101.723572,44.738491
11/19/2014,179.169403,166.892181,42.392395,101.076729,44.551739
11/20/2014,179.483749,167.386108,42.814373,101.604401,44.357521
11/21/2014,180.444077,167.244949,42.1814,102.217216,44.566669
11/24/2014,180.950455,167.668472,41.838531,102.302322,44.260403
11/25/2014,180.819519,166.601044,41.733036,103.153374,44.327633
11/26/2014,181.282211,166.301102,41.979198,103.434303,44.633911
11/28/2014,180.898102,166.734772,42.031937,104.251366,45.119469
12/1/2014,179.640884,166.548904,42.744049,103.643158,45.209114
12/2/2014,180.802032,168.309967,42.603378,102.636513,45.403339
12/3/2014,181.500519,168.982529,42.269302,103.037483,45.253933
12/4/2014,181.299683,169.867462,42.937458,103.899025,45.507912
12/5/2014,181.596497,172.964813,42.568214,103.293358,45.933716
12/8/2014,180.38295,174.000229,41.935234,104.55587,46.225044
12/9/2014,180.260818,174.239197,41.838531,105.093285,44.828136
12/10/2014,177.370926,169.911758,41.231922,105.860992,44.805725
12/11/2014,178.270172,171.274536,41.46928,106.296066,44.678917
12/12/2014,175.389038,167.097534,41.275883,107.737648,43.459187
12/15/2014,174.18425,164.194885,41.029705,107.515839,42.879421
12/16/2014,172.787369,162.22142,39.702206,108.846634,42.766487
12/17/2014,176.17485,163.743591,40.212109,107.865616,43.391418
12/18/2014,180.531387,169.566589,41.776997,105.946304,44.407883
12/19/2014,181.299545,171.044479,41.900063,107.370834,44.859631
12/22/2014,182.133514,172.071014,42.1814,107.515839,44.392811
12/23/2014,182.379349,173.009125,42.594589,105.383301,43.075188
12/24/2014,182.396866,173.354233,42.322052,105.956924,43.263416
12/26/2014,182.985092,172.964813,42.093491,106.350182,43.504364
12/29/2014,183.230865,173.619675,41.715446,107.145119,43.466705
12/30/2014,182.24765,173.194916,41.33741,107.43576,43.406467
12/31/2014,180.43924,171.531219,40.836304,107.640923,42.758961
1/2/2015,180.342651,172.044449,41.108841,108.837685,43.060131
1/5/2015,177.085724,166.672806,40.730801,110.547379,43.700111
1/6/2015,175.417786,163.301102,40.132973,112.539146,45.416805
1/7/2015,177.603638,165.734695,40.642887,112.316849,46.388073
1/8/2015,180.755264,168.380737,41.838531,110.829453,47.321709
1/9/2015,179.306793,165.796722,41.48687,112.043358,47.103367
1/12/2015,177.902145,163.778976,40.968174,112.684448,46.9076
1/13/2015,177.401779,163.655075,40.757183,112.684448,46.82478
1/14/2015,176.33075,159.495773,40.405529,113.539299,47.163597
1/15/2015,174.715424,157.955994,39.983524,115.325905,46.591377
1/16/2015,177.006714,156.840912,40.651688,113.85556,47.457241
1/20/2015,177.384201,155.425003,40.78355,115.368645,47.14101
1/21/2015,178.279694,156.770111,40.370361,114.035088,46.8022
1/22/2015,180.930847,161.097565,41.434124,113.624763,47.125957
1/23/2015,179.938828,159.725876,41.478085,115.206223,47.050659
1/26/2015,180.360199,159.66394,41.328625,114.855774,47.299126
1/27/2015,177.981186,156.18605,37.504349,115.035316,47.103367
1/28/2015,175.6987,153.14183,36.21199,116.915871,46.267612
1/29/2015,177.322769,155.743546,36.932896,116.146545,46.749489
1/30/2015,175.092941,152.575394,35.517487,118.206703,45.386692
2/2/2015,177.261337,155.301086,36.291119,117.760437,45.83844
2/3/2015,179.824753,159.504669,36.572453,115.267899,45.943844
2/4/2015,179.139984,158.21257,36.78344,115.464828,44.460575
2/5/2015,180.94838,159.973679,37.319717,114.197105,44.55093
2/6/2015,180.447998,162.327621,37.28455,112.175613,44.264824
2/9/2015,179.640381,161.256821,37.240608,111.995735,43.918468
2/10/2015,181.554153,163.327652,37.451591,111.104958,44.309982
2/11/2015,181.659454,166.062149,37.258186,111.310532,44.227173
2/12/2015,183.406448,167.947098,37.882374,110.942146,44.332565
2/13/2015,184.161438,167.256851,38.568111,109.802933,44.279881
2/17/2015,184.451111,168.159454,38.585823,108.149811,44.264824
2/18/2015,184.468719,166.964813,38.541546,108.792175,44.272335
2/19/2015,184.336975,167.354202,38.51498,108.072693,43.895874
2/20/2015,185.443161,169.478104,38.83374,108.389618,43.933533
2/23/2015,185.416763,168.416168,39.090496,109.631638,43.895874
2/24/2015,185.943481,170.106415,39.037376,111.070633,43.941059
2/25/2015,185.785538,169.663925,38.948833,111.550346,44.038933
2/26/2015,185.566101,170.622696,39.010815,110.025658,44.392811
2/27/2015,184.933945,168.483246,38.824879,110.95076,44.076584
3/2/2015,186.101563,170.258698,38.851429,108.884132,44.106701
3/3/2015,185.337799,169.797089,38.320187,108.489357,43.925999
3/4/2015,184.556458,168.376724,38.125397,108.523682,43.579655
3/5/2015,184.758408,168.740707,38.169674,108.386322,43.654942
3/6/2015,182.159882,165.926575,37.50563,105.99189,42.7966
3/9/2015,182.914856,166.832077,37.93948,106.970245,43.112835
3/10/2015,179.947617,162.19809,37.213436,108.377762,42.600842
3/11/2015,179.52623,163.503021,37.169174,109.16729,42.209316
3/12/2015,181.808731,168.625229,36.319183,109.090065,42.650936
3/13/2015,180.693817,168.083755,36.637924,108.755409,42.673717
3/16/2015,183.107941,170.356369,36.797306,109.802391,43.37228
3/17/2015,182.563675,169.175674,36.921257,110.712158,42.878727
3/18/2015,184.758408,170.729218,37.629578,112.849174,43.774727
3/19/2015,183.915649,168.643051,37.443645,112.274155,44.19994
3/20/2015,185.539032,171.448273,37.966034,112.866302,44.480896
3/23/2015,185.177475,170.409668,37.948334,112.729012,44.594791
3/24/2015,184.136978,169.805954,37.983746,113.818962,44.518864
3/25/2015,181.43866,166.317169,36.708763,112.857719,44.237907
3/26/2015,181.006561,166.219543,36.487411,111.098358,43.736763
3/27/2015,181.421051,166.947403,36.274925,112.480103,43.850658
3/30/2015,183.634338,169.57518,36.266064,111.922264,44.298649
3/31/2015,182.029449,166.86763,36.000439,112.162598,43.645645
4/1/2015,181.385757,170.649277,36.05357,113.635765,43.174873
4/2/2015,182.038284,170.045654,35.67284,112.431702,43.357109
4/6/2015,183.263977,170.489563,36.788452,111.803925,43.417847
4/7/2015,182.779022,170.791367,36.770737,112.741341,43.607681
4/8/2015,183.396271,170.942276,36.673347,112.775795,43.395065
4/9/2015,184.207535,173.010681,36.726467,111.313713,43.607681
4/10/2015,185.212753,173.676483,36.938969,111.477104,43.470997
4/13/2015,184.375015,173.62323,36.974392,111.63192,43.076153
4/14/2015,184.727753,175.522964,36.876995,112.423141,43.858257
4/15/2015,185.556686,178.523483,37.417072,112.328529,44.382179
4/16/2015,185.503784,177.733459,37.328541,111.769508,43.918995
4/17/2015,183.369812,175.194519,36.850426,113.05101,43.190052
4/20/2015,185.045242,175.860321,37.992596,112.053337,43.744354
4/21/2015,184.824814,174.74176,37.75354,111.545898,43.782322
4/22/2015,185.733032,176.055618,38.063423,109.843079,43.805111
4/23/2015,186.200394,176.934464,38.373318,110.316093,43.668423
4/24/2015,186.632446,175.762665,42.384186,111.004089,43.736763
4/27/2015,185.856476,174.457672,42.525852,111.004089,43.357109
4/28/2015,186.44725,175.318802,43.526348,109.473251,45.543941
4/29/2015,185.68013,176.268661,43.437824,108.131599,45.316139
4/30/2015,183.81955,174.368942,43.065952,108.320831,45.225021
5/1/2015,185.812408,175.354309,43.083652,106.862656,45.452824
5/4/2015,186.341461,176.925613,42.711784,105.854317,46.045082
5/5/2015,184.207535,175.141251,42.14513,105.707848,45.93119
5/6/2015,183.449158,174.217987,40.976402,103.898079,45.756557
5/7/2015,184.181061,175.230042,41.348267,105.294197,45.78693
5/8/2015,186.605988,177.99086,42.277935,105.578613,46.121025
5/11/2015,185.715378,179.082779,41.941498,103.01046,45.559128
5/12/2015,185.159866,178.017517,41.923779,103.277565,45.133904
5/13/2015,185.195114,178.816467,42.171688,102.450233,44.936493
5/14/2015,187.126266,179.872864,43.136784,102.726044,45.392086
5/15/2015,187.329056,180.183578,42.764915,104.785728,45.733761
5/18/2015,187.911026,181.683868,42.508148,103.027664,45.566715
5/19/2015,187.849304,182.34079,42.401211,102.114136,45.953964
5/20/2015,187.717072,182.056686,42.401211,102.286514,45.908401
5/21/2015,188.263779,181.941284,42.258625,103.717117,45.635063
5/22/2015,187.814117,184.471359,41.795227,103.760147,45.088352
5/26/2015,185.794739,183.21077,41.518959,105.535484,44.777027
5/27/2015,187.55835,185.58992,42.427937,105.776779,45.149094
5/28/2015,187.346695,185.652222,42.285358,105.518265,45.331337
5/29/2015,186.182678,183.613007,41.759583,105.750938,46.234924
6/1/2015,186.561874,185.055618,42.089306,104.614372,46.128613
6/2/2015,186.376724,183.826706,41.813049,103.1548,45.741364
6/3/2015,186.87056,185.483047,41.750656,101.496567,45.855259
6/4/2015,185.29216,185.999527,41.313995,102.81797,45.156689
6/5/2015,184.97467,187.406555,41.117939,101.565681,44.792221
6/8/2015,183.837158,186.818802,40.752563,101.453415,44.701096
6/9/2015,183.810699,186.133118,40.681267,100.650215,44.678318
6/10/2015,186.015182,189.793076,41.536789,99.769295,45.262993
6/11/2015,186.614838,190.514389,41.385288,101.867958,45.088177
6/12/2015,185.18631,189.730728,40.966442,101.867958,44.292198
6/15/2015,184.392685,188.573074,40.52977,102.032051,43.718155
6/16/2015,185.397903,190.17601,40.841682,102.83522,44.169735
6/17/2015,185.697723,189.61499,40.966442,102.040695,44.322803
6/18/2015,187.628876,191.102097,41.634808,101.539742,44.843273
6/19/2015,186.795944,189.846512,41.082298,102.843872,44.422302
6/22/2015,187.752914,192.803009,41.198139,100.745224,45.026943
6/23/2015,187.885834,194.486053,40.912979,100.140633,45.180023
6/24/2015,186.521301,190.950729,40.672367,101.004288,44.575378
6/25/2015,185.954178,189.517029,40.681267,100.650215,44.315155
6/26/2015,185.918686,189.828674,40.333725,99.518799,44.766716
6/29/2015,182.019943,184.913147,39.5406,102.152939,43.848274
6/30/2015,182.401001,185.928345,39.344536,101.444771,43.572731
7/1/2015,183.863022,186.952377,39.611889,100.075439,44.085541
7/2/2015,183.694672,186.293396,39.567337,100.404343,44.139118
7/6/2015,183.17189,185.260422,39.558422,102.265312,44.047276
7/7/2015,184.323822,185.411774,39.478203,103.226044,44.384033
7/8/2015,181.231354,181.716202,39.424747,104.117592,43.894196
7/9/2015,181.559189,182.384079,39.674271,102.066254,43.917152
7/10/2015,183.845261,184.503479,39.754471,100.447639,44.353436
7/13/2015,185.874435,187.11264,40.583248,100.136032,44.292198
7/14/2015,186.680801,188.929276,40.654541,100.464928,44.537121
7/15/2015,186.618759,189.641678,40.779285,101.529579,44.56007
7/16/2015,188.116211,188.056595,41.581341,102.230667,45.019291
7/17/2015,188.275696,189.196426,41.545689,102.758675,45.019291
7/20/2015,188.373184,189.134125,41.813049,102.325897,45.157063
7/21/2015,187.628876,188.341537,42.133865,102.879845,44.904495
7/22/2015,187.292191,189.899918,40.583248,103.520348,44.491192
7/23/2015,186.237732,187.940842,41.091221,104.81002,44.445274
7/24/2015,184.306046,184.645981,40.939701,105.069717,43.940121
7/27/2015,183.233902,182.571121,40.413925,105.632286,43.61866
7/28/2015,185.484512,183.657501,40.405025,104.861938,44.024307
7/29/2015,186.760529,184.191803,41.251614,104.472473,44.804993
7/30/2015,186.80481,184.512405,41.777397,105.277435,44.789692
7/31/2015,186.521301,182.615631,41.616989,106.056404,45.12645
8/3/2015,185.892136,182.277267,41.715027,107.17289,45.195335
8/4/2015,185.52887,182.704651,42.365562,106.322762,44.927444
8/5/2015,186.140259,183.176666,42.401211,105.524696,45.233597
8/6/2015,184.61618,182.633438,41.545689,106.461517,44.720802
8/7/2015,184.261703,181.164108,41.65263,107.858116,44.368725
8/10/2015,186.583298,183.417099,42.178421,106.522232,44.705494
8/11/2015,184.899689,179.614624,41.358555,108.213783,44.208008
8/12/2015,185.121262,179.107025,41.65263,107.623909,44.590687
8/13/2015,184.890854,178.75975,41.643723,107.276939,45.141762
8/14/2015,185.56427,179.899582,41.884342,107.528526,45.294842
8/17/2015,186.601044,180.389359,42.169498,108.014236,45.700481
8/18/2015,186.060516,179.15152,42.40274,107.164162,45.66222
8/19/2015,184.589584,178.946747,41.810684,108.222427,45.66222
8/20/2015,180.735092,175.206619,40.9585,109.315414,43.588036
8/21/2015,175.294571,167.183182,38.635189,109.645058,42.68491
8/24/2015,167.913437,159.809799,37.388317,109.610367,41.322544
8/25/2015,165.937454,158.705582,36.302906,107.849442,39.164188
8/26/2015,172.308441,164.208908,38.312263,105.767586,41.651649
8/27/2015,176.570526,168.492279,39.379738,105.8283,42.057289
8/28/2015,176.579361,167.768463,39.406643,106.140587,42.37875
8/31/2015,175.152786,168.527969,39.03886,105.325172,41.215385
9/1/2015,169.924866,162.737579,37.513901,106.084129,40.205093
9/2/2015,173.150223,164.87326,38.89534,105.171326,40.549515
9/3/2015,173.274292,165.3647,39.020916,105.684235,40.296932
9/4/2015,170.651443,161.182831,38.222561,106.649185,39.485649
9/8/2015,174.940109,166.097458,39.370766,105.075676,40.327553
9/9/2015,172.600815,165.918686,38.635189,105.57988,39.745865
9/10/2015,173.540115,166.124252,38.832546,104.867065,40.350517
9/11/2015,174.32872,165.552353,39.002983,105.527748,40.228184
9/14/2015,173.681854,164.363922,38.608295,105.692886,40.421253
9/15/2015,175.852783,167.500351,39.451496,103.667366,41.355713
9/16/2015,177.376862,168.563721,39.738544,103.276176,41.602856
9/17/2015,176.978119,166.606766,39.693687,104.536728,41.672359
9/18/2015,174.086029,161.683182,39.002983,106.144966,40.259079
9/21/2015,174.985657,163.836685,39.568119,104.414978,39.370953
9/22/2015,172.714355,160.593048,39.379738,105.866753,39.185604
9/23/2015,172.438248,160.31601,39.352825,105.858063,39.409569
9/24/2015,171.814774,158.082077,39.388702,106.57959,39.069759
9/25/2015,171.770203,160.69133,39.415627,105.658112,38.305202
9/28/2015,167.459244,154.60614,38.832546,107.466324,37.393906
9/29/2015,167.557236,153.569519,38.967102,107.770592,37.571537
9/30/2015,170.683594,155.267334,39.702671,107.396774,38.143028
10/1/2015,171.128922,157.286804,40.016624,107.855026,38.127586
10/2/2015,173.685211,158.171432,40.877777,108.508316,38.722233
10/5/2015,176.77597,161.468719,41.828629,107.03614,39.564022
10/6/2015,176.170242,161.12915,41.936283,107.497864,38.459671
10/7/2015,177.61319,162.835876,41.981125,107.140671,39.347782
10/8/2015,179.216461,161.799393,42.564201,106.243416,39.401848
10/9/2015,179.323288,160.119461,42.259209,106.522156,39.347782
10/12/2015,179.492554,161.048767,42.160534,107.332329,39.162441
10/13/2015,178.361343,161.710022,42.061867,107.515282,38.204807
10/14/2015,177.506287,160.40538,41.873489,108.456108,38.258858
10/15/2015,180.231796,165.275391,42.169495,107.924728,39.170155
10/16/2015,181.05127,165.471893,42.618015,107.959564,39.757095
10/19/2015,181.140289,165.972397,42.716698,107.663353,39.695309
10/20/2015,180.908722,165.76683,42.851254,107.001312,38.915306
10/21/2015,179.786469,160.57518,42.339935,108.064079,39.069759
10/22/2015,182.82373,164.024353,43.084469,108.247025,40.166409
10/23/2015,184.827789,165.757904,47.426109,107.323616,40.838287
10/26/2015,184.373505,167.107178,48.664028,108.037895,40.861454
10/27/2015,184.017273,166.481735,48.161682,108.307983,41.293938
10/28/2015,186.110382,170.958511,48.421825,107.872421,42.552753
10/29/2015,186.003479,169.680634,47.865662,106.156303,42.37513
10/30/2015,185.201889,167.545029,47.219795,106.957756,42.212955
11/2/2015,187.392975,169.493057,47.758018,106.466209,42.560482
11/3/2015,187.93631,170.395554,48.574318,105.593147,42.560482
11/4/2015,187.366272,171.253387,48.79858,105.715393,42.884846
11/5/2015,187.17923,171.584,48.780643,105.436058,42.514137
11/6/2015,187.081223,177.973038,49.265034,103.89077,42.174332
11/9/2015,185.33548,175.819504,48.583286,103.305832,41.888596
11/10/2015,185.763016,176.757782,48.000214,103.61142,42.035332
11/11/2015,185.032669,176.382492,48.125809,103.393158,41.487007
11/12/2015,182.4496,172.254181,47.829788,103.89077,40.954121
11/13/2015,180.401031,170.127441,47.399212,104.484444,40.954121
11/16/2015,183.144379,171.709091,48.233437,104.388397,41.471558
11/17/2015,183.010803,170.288284,47.836094,104.563011,41.47929
11/18/2015,185.914444,173.049438,48.630798,104.781288,41.880867
11/19/2015,185.75412,172.486511,48.712074,105.479706,41.919483
11/20/2015,186.430984,171.092514,48.937843,105.156654,41.780472
11/23/2015,186.21727,169.055176,48.937843,105.479706,41.710968
11/24/2015,186.466675,168.590546,48.992043,105.470955,41.301655
11/25/2015,186.439926,169.01944,48.486301,105.715393,41.487007
11/27/2015,186.653702,170.198975,48.703053,105.610641,41.672359
11/30/2015,185.878799,170.378235,49.082333,106.029701,40.93869
12/1/2015,187.651291,173.113007,49.868015,107.461884,42.143444
12/2/2015,185.736282,170.593491,49.85899,107.49688,41.564232
12/3/2015,183.135498,166.056534,48.94688,104.574745,40.614334
12/4/2015,186.707153,170.351364,50.491142,105.493385,41.42522
12/7/2015,185.576004,166.316528,50.400837,106.516991,41.456116
12/8/2015,184.328995,164.012207,50.382774,106.569496,41.293938
12/9/2015,182.894989,162.030624,49.651272,106.455757,40.79195
12/10/2015,183.36705,163.285919,49.913181,106.595764,41.46384
12/11/2015,179.813156,158.309586,48.820446,108.275505,40.639427
12/14/2015,180.72171,158.166168,49.795761,106.87571,40.678391
12/15/2015,182.618881,163.196228,49.84996,106.245811,41.223873
12/16/2015,185.29097,166.962082,50.689831,106.018349,42.096684
12/17/2015,182.467468,163.734238,50.301502,107.216927,41.036846
12/18/2015,179.216812,157.350174,48.883667,107.811852,40.241993
12/21/2015,180.695145,159.376602,49.515823,107.785622,40.421227
12/22/2015,182.334839,161.438828,49.985416,107.006966,40.60046
12/23/2015,184.592758,164.039078,50.409859,106.202049,41.286221
12/24/2015,184.288101,163.608734,50.27441,106.810509,41.184925
12/28/2015,183.867035,162.846527,50.527275,107.126137,41.17712
12/29/2015,185.829208,164.559128,51.069111,105.346382,41.566769
12/30/2015,184.5121,163.196228,50.852375,105.241196,41.496635
12/31/2015,182.666351,161.600235,50.102814,105.714592,41.161541
1/4/2016,180.112762,158.82962,49.48872,106.477356,40.896587
1/5/2016,180.417435,156.09491,49.714508,106.047745,41.418694
1/6/2016,178.141632,152.284225,48.811424,107.476768,40.849823
1/7/2016,173.867722,147.60379,47.113625,107.669678,40.491364
1/8/2016,171.959229,146.994095,47.258125,108.151871,39.805588
1/11/2016,172.129456,148.599014,47.23103,106.968346,39.938065
1/12/2016,173.518326,148.5811,47.664509,108.511353,40.33551
1/13/2016,169.190598,142.555756,46.634991,109.580933,39.478298
1/14/2016,171.968201,144.707626,47.962513,108.555161,40.36668
1/15/2016,168.276703,139.525146,46.047997,110.247253,39.852345
1/19/2016,168.500763,140.610046,45.659676,109.905304,40.008202
1/20/2016,166.341324,137.857391,45.867378,111.062607,39.39257
1/21/2016,167.273163,135.974411,45.587437,110.308609,39.680908
1/22/2016,170.704803,140.645889,47.222004,109.887764,40.016006
1/25/2016,168.124374,135.499237,46.77047,110.48394,39.680908
1/26/2016,170.418106,138.485092,47.113625,110.536522,40.093925
1/27/2016,168.5634,137.83049,46.255711,110.510231,39.252308
1/28/2016,169.441452,140.825226,47.014286,110.668045,38.340553
1/29/2016,173.572021,144.860107,49.750618,111.606133,39.486088
2/1/2016,173.509308,143.147507,49.407455,111.264458,39.548435
2/2/2016,170.382294,136.019272,47.863178,113.328629,39.283482
2/3/2016,171.403732,136.89798,47.104603,112.388779,39.002934
2/4/2016,171.672546,140.314148,46.96011,112.933388,37.865181
2/5/2016,168.402145,140.296204,45.298439,113.065125,38.48082
2/8/2016,166.135269,133.822525,44.621136,115.498268,38.052212
2/9/2016,166.144241,132.925888,44.503731,115.621193,38.309368
2/10/2016,166.000885,132.011337,44.892056,116.640121,38.597713
2/11/2016,163.841522,126.147362,44.873997,117.457024,38.067795
2/12/2016,167.219437,131.02504,45.605484,115.507011,38.208069
2/16/2016,170.041824,133.616318,46.469555,114.286064,38.79253
2/17/2016,172.819397,135.337845,47.679291,113.58342,39.431541
2/18/2016,172.111572,132.459641,47.470097,114.97998,39.213341
2/19/2016,172.030899,131.724426,47.133541,115.076622,39.057487
2/22/2016,174.521759,133.41008,47.888496,115.015144,39.564018
2/23/2016,172.317627,129.931152,46.551445,115.48069,39.384781
2/24/2016,173.10611,130.513931,46.715153,115.252319,39.400368
